Store Name,Full Address,ZIP Code,Town
Pully,"Chemin du Pré-de-la-Tour 3, 1009 Pully",1009,Pully
Pérolles Centre,"Boulevard de Pérolles 21 A, 1700 Fribourg",1700,Fribourg
Radio,"Via Besso 74, 6900 Massagno",6900,Massagno
Rain,"Gääli 6, 6026 Rain",6026,Rain
Ramsen,"Petersburg 416, 8262 Ramsen",8262,Ramsen
Rapperswil - Sonnenhof,"Zürcherstrasse 4, 8640 Rapperswil SG",8640,Rapperswil SG
Rapperswil - Zentrum,"Untere Bahnhofstrasse 19, 8640 Rapperswil SG",8640,Rapperswil SG
Rebstein,"Staatsstrasse 128, 9445 Rebstein",9445,Rebstein
Regensdorf,"Feldstrasse 6, 8105 Regensdorf",8105,Regensdorf
Regensdorf - Zentrum,"Zentrum 1, 8105 Regensdorf",8105,Regensdorf
Reichenburg,"Gewerbestrasse 4, 8864 Reichenburg",8864,Reichenburg
Reiden,"Hauptstrasse 52, 6260 Reiden",6260,Reiden
Reiden Outlet,"Zelglimatte 3, 6260 Mehlsecken",6260,Mehlsecken
Reinach,"Sandgasse 18, 5734 Reinach",5734,Reinach
Reinach - Mischeli,"Niederbergstrasse 1, 4153 Reinach BL",4153,Reinach BL
Reinach - Zentrum,"Herrenweg 11, 4153 Reinach BL",4153,Reinach BL
Reinach AG,"Sandgasse 6, 5734 Reinach AG",5734,Reinach AG
Reinach BL,"Kägenstrasse 1, 4153 Reinach BL",4153,Reinach BL
Reinach-Sternenhof,"Sternenhofstrasse 10, 4153 Reinach",4153,Reinach
Relais du St.Bernard,"Relais du St-Bernard A9, 1920 Martigny",1920,Martigny
Renens,"Rue du Silo 7, 1020 Renens VD",1020,Renens VD
Renens - Florissant,"Avenue de Florissant 38, 1020 Renens VD",1020,Renens VD
Renens - Métropole,"Rue de la Mèbre 9, 1020 Renens VD",1020,Renens VD
Renens Quai Ouest,"Avenue d'Epenex 4c, 1020 Renens VD",1020,Renens VD
Renens Silo,"Rue du Silo 11, 1020 Renens",1020,Renens
Rheineck,"Rhyguetstrasse 2, 9424 Rheineck",9424,Rheineck
Rheinfall,"Mühlenstrasse 96, 8200 Schaffhausen",8200,Schaffhausen
Rheinfelden,"Lindenstrasse 3, 4310 Rheinfelden",4310,Rheinfelden
Riazzino,"Via Cantonale 40, 6595 Riazzino",6595,Riazzino
Richterswil,"Schützengass 4, 8805 Richterswil",8805,Richterswil
Riehen - Dorf,"Rössligasse/Webergässchen 8, 4125 Riehen",4125,Riehen
Riehen - Grenzacherweg,"Grenzacherweg 81, 4125 Riehen",4125,Riehen
Riehen - Niederholz,"Gotenstrasse 84, 4125 Riehen",4125,Riehen
Rolle,"Av. de la Gare 17, 1180 Rolle",1180,Rolle
Romanel-sur-Lausanne,"En Félezin, 1032 Romanel-s-Lausanne",1032,Romanel-s-Lausanne
Romanshorn,"Mittlere Gasse 5, 8590 Romanshorn",8590,Romanshorn
Romanshorn - Hubzelg,"Bahnhofstrasse 54a, 8590 Romanshorn",8590,Romanshorn
Romont,"Avenue de la Gare 7, 1680 Romont",1680,Romont
Root,"Bahnhofstrasse 11b, 6037 Root",6037,Root
Rorschach - Promenade,"Promenadenstrasse 83, 9400 Rorschach",9400,Rorschach
Rorschach - Trischliplatz,"Trischlistrasse 15, 9400 Rorschach",9400,Rorschach
Rossfeld Sierre,"Rte des Lacustres, 3960 Sierre",3960,Sierre
Rothrist,"Neue Aarburgstrasse 20, 4852 Rothrist",4852,Rothrist
Rotkreuz,"Buonaserstrasse 1, 6343 Rotkreuz",6343,Rotkreuz
Ruopigen Zentrum Luzern,"Ruopigenplatz, 6015 Luzern",6015,Luzern
Ruswil,"Rüediswilerstrasse 79, 6017 Ruswil",6017,Ruswil
Réchy,"Place Pranniviers 8, 3966 Réchy",3966,Réchy
Rümlang,"Riedmattstrasse 8, 8153 Rümlang",8153,Rümlang
Rümlang Hofwisencenter,"Hofwisenstrasse 40A, 8153 Rümlang",8153,Rümlang
Rüschlikon Parkside,"Zürcherstrasse 4, 8803 Rüschlikon",8803,Rüschlikon
Rüti ZH,"Bandwiesstrasse 6, 8630 Rüti",8630,Rüti
Rüti ZH Fachmarkt,"Werkstrasse 43, 8630 Rüti ZH",8630,Rüti ZH
SOCAR Frauenfeld,"Schaffhauserstrasse 6, 8500 Frauenfeld",8500,Frauenfeld
SOCAR Kölliken Nord A1,"Autobahnraststätte Kölliken Nord A1, 5742 Kölliken",5742,Kölliken
SOCAR Quartino,"Via Monte Ceneri 1, 6572 Quartino",6572,Quartino
SOCAR Wohlen,"Frohburgstrasse, 5610 Wohlen",5610,Wohlen
Saas Fee,"Hôtel du Glacier, 3906 Saas Fee",3906,Saas Fee
Saignelégier,"Rue de la Gruère 23, 2350 Saignelégier",2350,Saignelégier
Sainte-Croix,"Rue de l'Industrie 21, 1450 Ste-Croix",1450,Ste-Croix
Samedan,"Cho d`Punt 10, 7503 Samedan",7503,Samedan
San Bernardino,"Strada del Passo, 6565 S. Bernardino",6565,S. Bernardino
Sant' Antonino,"Via Serrai 7, 6592 S. Antonino",6592,S. Antonino
Sargans,"Bahnhofpark 1, 7320 Sargans",7320,Sargans
Sarnen - Sarnen-Center,"Nelkenstrasse 5, 6060 Sarnen",6060,Sarnen
Savièse,"Centre Commercial du Stade, 1965 Savièse",1965,Savièse
Saxon,"Rue de Gottefrey 38, 1907 Saxon",1907,Saxon
Schaan,"Im Rösle 2, 9494 Schaan",9494,Schaan
Schaffhausen,"Schwertstrasse 4, 8200 Schaffhausen",8200,Schaffhausen
Schaffhausen - Breite,"Hohlenbaumstrasse 79, 8200 Schaffhausen",8200,Schaffhausen
Schaffhausen - Buchthalen,"Dürstlingweg 2, 8203 Schaffhausen",8203,Schaffhausen
Schaffhausen - Grubenstrasse,"Grubenstrasse 80, 8200 Schaffhausen",8200,Schaffhausen
Schaffhausen - Herblinger Markt,"Stüdliackerstrasse 4, 8207 Schaffhausen",8207,Schaffhausen
Schaffhausen - Vorstadt,"Bahnhofstrasse 56/58, 8200 Schaffhausen",8200,Schaffhausen
Schindellegi,"Pfäffikonerstrasse 19, 8834 Schindellegi",8834,Schindellegi
Schlieren,"Güterstrasse 3, 8952 Schlieren",8952,Schlieren
Schlieren - Kesslerplatz,"Badenerstrasse 57, 8952 Schlieren",8952,Schlieren
Schlieren - Rietbach,"Rietbachstrasse 14, 8952 Schlieren",8952,Schlieren
Schlieren - Zentrum,"Güterstrasse 5, 8952 Schlieren",8952,Schlieren
Schmerikon - Bahnhofstrasse,"Bahnhofstrasse 2, 8716 Schmerikon",8716,Schmerikon
Schmerikon - St.Gallerstrasse,"St. Gallerstrasse 75a, 8716 Schmerikon",8716,Schmerikon
Schoenberg,"Chemin Cité-des-Jardins 13A, 1700 Fribourg",1700,Fribourg
Schwarzenburg,"Freiburgstrasse 5b, 3150 Schwarzenburg",3150,Schwarzenburg
Schwerzenbach,"Bahnstrasse 7a, 8603 Schwerzenbach",8603,Schwerzenbach
Schöftland,"Picardiestrasse 3, 5040 Schöftland",5040,Schöftland
Schönbühl - Moosbühl,"Gewerbestrasse 11, 3302 Moosseedorf",3302,Moosseedorf
Schönbühl - Shoppyland,"Industriestrasse 10, 3321 Schönbühl",3321,Schönbühl
Schönenwerd,"C.F. Ballystrasse 14, 5012 Schönenwerd",5012,Schönenwerd
Schönthal,"Hammerstrasse 5, 4414 Füllinsdorf",4414,Füllinsdorf
Schüpfheim,"Vormüli 1, 6170 Schüpfheim",6170,Schüpfheim
Sembrancher,"Rue de la Chapalette 1, 1933 Sembrancher",1933,Sembrancher
Sempach Station,"Mettenwilstrasse 11, 6203 Sempach Station",6203,Sempach Station
Seon,"Unterdorfstrasse 21, 5703 Seon",5703,Seon
Servette,"Rue de la Servette 93, 1202 Genève",1202,Genève
Seuzach,"Winterthurerstrasse 5, 8472 Seuzach",8472,Seuzach
Shell Illnau-Effretikon,"Kempttalstrasse 43, 8308 Illnau",8308,Illnau
Siebnen,"Glarnerstrasse 77, 8854 Siebnen",8854,Siebnen
Sierre,"Avenue Général Guisan, 3960 Sierre",3960,Sierre
Sihlbrugg AMAG,"Zugerstrasse 2, 6340 Sihlbrugg",6340,Sihlbrugg
Sins,"Eichfeld 1, 5643 Sins",5643,Sins
Sion,"Route de Lausanne 100, 1950 Sion",1950,Sion
Sion - Le Ritz,"Avenue Ritz 31, 1950 Sion",1950,Sion
Sion - Métropole,"Avenue de France 14-20, 1950 Sion",1950,Sion
Sion - Tourbillon Center,"Avenue Grand-Champsec 30, 1950 Sion",1950,Sion
Sirnach,"Winterthurerstrasse 27, 8370 Sirnach",8370,Sirnach
Sissach,"Hauptstrasse 17, 4450 Sissach",4450,Sissach
Socar Pizzamiglio,"Via del Breggia 9, 6833 Vacallo",6833,Vacallo
Solduno,"Via A. Franzoni 43, 6604 Locarno",6604,Locarno
Solothurn,"Wengistrasse 13, 4500 Solothurn",4500,Solothurn
Solothurn Baselstrasse,"Baselstrasse 30/32, 4500 Solothurn",4500,Solothurn
Solothurn Öufi,"Bielstrasse 80, 4500 Solothurn",4500,Solothurn
Spiez - Terminus,"Bahnhofstrasse, 3700 Spiez",3700,Spiez
Spreitenbach - Tivoli,"Shoppi Tivoli, 8957 Spreitenbach",8957,Spreitenbach
St-Imier,"Rue Baptiste-Savoye 62, 2610 St-Imier",2610,St-Imier
St-Maurice,"Av. du Simplon 15, 1890 St-Maurice",1890,St-Maurice
St. Gallen - Bruggen,"Fürstenlandstrasse 157, 9014 St.Gallen",9014,St.Gallen
St. Gallen - Lachen,"Ulmenstrasse 11, 9000 St.Gallen",9000,St.Gallen
St. Gallen - Langgasse,"Langgasse 20, 9008 St. Gallen",9008,St. Gallen
St. Gallen - Neudorf,"Rorschacherstrasse 249, 9016 St. Gallen",9016,St. Gallen
St. Gallen - Neumarkt,"St. Leonhardstrasse 35, 9000 St.Gallen",9000,St.Gallen
St. Gallen - Silberturm,"Rorschacherstrasse 150, 9006 St. Gallen",9006,St. Gallen
St. Gallen - Spisermarkt,"Brühlgasse 28, 9000 St.Gallen",9000,St.Gallen
St. Gallen - St. Fiden,"Bachstrasse 29, 9008 St. Gallen",9008,St. Gallen
St. Gallen - Zürcherstr. 205,"Zürcherstrasse 205, 9014 St. Gallen",9014,St. Gallen
St. Gallen - Zürcherstrasse 114,"Zürcherstrasse 114, 9000 St. Gallen",9000,St. Gallen
St. Gallen Bahnhof,"Bahnhofplatz 2, 9000 St. Gallen",9000,St. Gallen
St. Gallen OBI / Micasa,"Gaiserwaldstrasse 3, 9015 St. Gallen",9015,St. Gallen
St. Katharina Nord,"Autobahn A 14 Nord, 6034 Inwil",6034,Inwil
St. Katharina Süd,"Autobahn A14 Süd, 6034 Inwil",6034,Inwil
St. Margrethen - Grenzstrasse,"Grenzstrasse 31, 9430 St. Margrethen SG",9430,St. Margrethen SG
St. Margrethen - Rheinpark,"Neudorfstrasse 60, 9430 St.Margrethen",9430,St.Margrethen
St. Moritz,"Plazza da la Staziun, 7500 St. Moritz",7500,St. Moritz
St. Niklaus,"Eyastrasse 1, 3924 St. Niklaus VS",3924,St. Niklaus VS
Staad,"Hauptstrasse 25, 9422 Staad SG",9422,Staad SG
Stabio Gaggiolo,"Via Gaggiolo, 6855 Stabio",6855,Stabio
Stabio-Gaggiolo 1,"Via Gaggiolo 45, 6855 Stabio",6855,Stabio
Stabio-Paese,"Via Gaggiolo 33, 6855 Stabio",6855,Stabio
Stalden,"Zum Marktplatz, 3922 Stalden VS",3922,Stalden VS
Stans,"Rotzlochstrasse 1, 6370 Stans",6370,Stans
Stans - Länderpark,"Bitzistrasse 2, 6370 Stans",6370,Stans
Ste-Thérèse,"Route de Sainte-Thérèse 2a, 1700 Fribourg",1700,Fribourg
Steckborn,"Im Feldbach 1b, 8266 Steckborn",8266,Steckborn
Steffisburg,"Bernstrasse 39, 3613 Steffisburg",3613,Steffisburg
Steffisburg Unterdorf,"Unterdorfstrasse 10, 3612 Steffisburg",3612,Steffisburg
Steg,"Bahnhofstrasse, 3940 Steg",3940,Steg
Stein,"Schaffhauserstrasse 61, 4332 Stein AG",4332,Stein AG
Stein am Rhein,"Kaltenbacherstrasse 41, 8260 Stein am Rhein",8260,Stein am Rhein
Steinhausen - Zugerland,"Hinterbergstrasse 40, 6312 Steinhausen",6312,Steinhausen
Steinhausen Dorf,"Bahnhofstrasse 2, 6312 Steinhausen",6312,Steinhausen
Stäfa,"Goethestrasse 18, 8712 Stäfa",8712,Stäfa
Sugiez,"Route du Péage 31a, 1786 Sugiez",1786,Sugiez
Suhr,"Bahnhofstrasse 1, 5034 Suhr",5034,Suhr
Suhr Outlet,"Hintere Bahnhofstrasse 3, 5034 Suhr",5034,Suhr
Suhr Suhrepark,"Bernstrasse Ost 52, 5034 Suhr",5034,Suhr
Sulgen,"Kradolfstrasse 54a, 8583 Sulgen",8583,Sulgen
Sulgen - Passerelle,"Hauptstrasse 3, 8583 Sulgen",8583,Sulgen
Sursee,"Zeughausstrasse 38, 6210 Sursee",6210,Sursee
Surseepark,"Bahnhofstrasse 28, 6210 Sursee",6210,Sursee
Surseepark Fachmarkt,"Bahnhofstrasse 30, 6210 Sursee",6210,Sursee
Susten,"Sustenstrasse 5, 3952 Susten",3952,Susten
Taesch,"Neue Kantonstrasse, 3929 Täsch",3929,Täsch
Tavannes,"Rue de Pierre-Pertuis 11, 2710 Tavannes",2710,Tavannes
Taverne,"Via Cantonale, 6807 Taverne",6807,Taverne
Tenero,"Via al Giardino 4, 6598 Tenero",6598,Tenero
Tesserete,"Via Luigi Canonica 40, 6950 Tesserete",6950,Tesserete
Teufen,"Speicherstrasse 8, 9053 Teufen AR",9053,Teufen AR
Thal,"Wiesentalstrasse 4, 9425 Thal",9425,Thal
Thalwil,"Alte Landstrasse 130, 8800 Thalwil",8800,Thalwil
Thayngen,"Biberstrasse 30, 8240 Thayngen",8240,Thayngen
Therwil,"Reinacherstrasse 49A, 4106 Therwil",4106,Therwil
Thierrens,"Rue du Collège 6, 1410 Thierrens",1410,Thierrens
Thoiry (F),"CC Val Thoiry, 01710 Thoiry",01710,Thoiry
Thun,"Frutigenstrasse 18, 3600 Thun",3600,Thun
Thun - Bälliz,"Bälliz 2, 3600 Thun",3600,Thun
Thun - Dürrenast,"Frutigenstrasse 60, 3604 Thun",3604,Thun
Thun - Oberland,"Talackerstrasse 62, 3604 Thun",3604,Thun
Thun - Panorama Center,"Weststrasse 14, 3604 Thun",3604,Thun
Thun - Weststrasse,"Weststrasse 10, 3600 Thun",3600,Thun
Thusis - im Park,"Im Park, 7430 Thusis",7430,Thusis
Thônex,"Rue de Genève 92, 1226 Thônex",1226,Thônex
Tramelan,"Rue Albert-Gobat 1, 2720 Tramelan",2720,Tramelan
Triesen,"Landstrasse 251, 9495 Triesen",9495,Triesen
Trübbach,"Staatsstrasse 10, 9477 Trübbach",9477,Trübbach
Turbenthal,"Tösstalstrasse 54, 8488 Turbenthal",8488,Turbenthal
Tägerwilen,"Hauptstrasse 117, 8274 Tägerwilen",8274,Tägerwilen
Uetendorf,"Dorfstrasse 21, 3661 Uetendorf",3661,Uetendorf
Uitikon-Waldegg,"Zürcherstrasse 8, 8142 Uitikon Waldegg",8142,Uitikon Waldegg
Unterentfelden,"Binzmattweg 8, 5035 Unterentfelden",5035,Unterentfelden
Untersiggenthal,"Mardeläckerstrasse 1c, 5417 Untersiggenthal",5417,Untersiggenthal
Unterwetzikon,"Hofstrasse 47, 8620 Wetzikon ZH",8620,Wetzikon ZH
Unterägeri,"Zugerstrasse 32, 6314 Unterägeri",6314,Unterägeri
Urdorf - Spitzacker,"Birmensdorferstrasse 87, 8902 Urdorf",8902,Urdorf
Uster,"Feldhofstrasse 2, 8610 Uster",8610,Uster
Uster - Illuster,"Zürichstrasse 20, 8610 Uster",8610,Uster
Uster-West,"Winterthurerstrasse 18, 8610 Uster",8610,Uster
Utzenstorf,"Hauptstrasse 29, 3427 Utzenstorf",3427,Utzenstorf
Uznach - Frohsinn,"Zürcherstrasse 25, 8730 Uznach",8730,Uznach
Uzwil - Birkenhof,"Lindenstrasse 5, 9240 Uzwil",9240,Uzwil
VOI Aarau-Buchserstrasse,"Buchserstrasse 71, 5000 Aarau",5000,Aarau
VOI Aarburg,"Bahnhofstrasse 59, 4663 Aarburg",4663,Aarburg
VOI Aarwangen,"Langenthalstrasse 44, 4912 Aarwangen",4912,Aarwangen
VOI Alpnach,"Brünigstrasse 29, 6055 Alpnach Dorf",6055,Alpnach Dorf
VOI Baden - Mellingerstrasse,"Mellingerstrasse 142, 5400 Baden",5400,Baden
VOI Bellevue,"Chemin des Romelles 17, 1293 Bellevue",1293,Bellevue
VOI Bern - Fellergut,"Mühledorfstrasse 15, 3018 Bern",3018,Bern
VOI Bern - Fischermätteli,"Könizstrasse 60, 3008 Bern",3008,Bern
VOI Bern - Kramgasse,"Kramgasse 54, 3011 Bern",3011,Bern
VOI Bern - Schosshalde,"Schossshaldenstrasse 16, 3006 Bern",3006,Bern
VOI Bern - Spiegel,"Chasseralstrasse 156, 3095 Bern",3095,Bern
VOI Bern - Viktoriastrasse,"Viktoriastrasse 49, 3013 Bern",3013,Bern
VOI Bern Warmbächli,"Holligerplatz 1, 3008 Bern",3008,Bern
VOI Beromünster,"Aargauerstrasse 16, 6215 Beromünster",6215,Beromünster
VOI Bettlach,"Dorfstrasse 12, 2544 Bettlach",2544,Bettlach
VOI Biel - Jardin du Paradis,"Jakob-Stämpflistrasse 112, 2502 Biel/Bienne",2502,Biel/Bienne
VOI Biel - Mett,"Schollstrasse 2, 2504 Biel/Bienne",2504,Biel/Bienne
VOI Boll,"Kernstrasse 9, 3067 Boll",3067,Boll
VOI Bonstetten,"Schachenstrasse 115, 8906 Bonstetten",8906,Bonstetten
VOI Brügg,"Hauptstrasse 17, 2555 Brügg BE",2555,Brügg BE
VOI Buchs ZH,"Meierwiesenstrasse 20, 8107 Buchs",8107,Buchs
VOI Büron,"Sagipark 7, 6233 Büron",6233,Büron
VOI Dottikon,"Bahnhofstrasse 6, 5605 Dottikon",5605,Dottikon
VOI Dulliken,"Grundstrasse 1, 4657 Dulliken",4657,Dulliken
VOI Egerkingen,"Oltnerstrasse 1, 4622 Egerkingen",4622,Egerkingen
VOI Genève-Cirque,"Place du Cirque 2, 1204 Genève",1204,Genève
VOI Geroldswil,"Huebwiesenstrasse 26b, 8954 Geroldswil",8954,Geroldswil
VOI Gland,"Rue du Borgeaud 10d, 1196 Gland",1196,Gland
VOI Grindelwald,"Dorfstrasse 155, 3818 Grindelwald",3818,Grindelwald
VOI Horgen,"Seestrasse 288, 8810 Horgen",8810,Horgen
VOI Ins,"Moosgasse 7, 3232 Ins",3232,Ins
VOI Jegenstorf,"Solothurnstrasse 24, 3303 Jegenstorf",3303,Jegenstorf
VOI Kappel,"Mittelgäustrasse 22, 4616 Kappel SO",4616,Kappel SO
VOI Kilchberg,"Bahnhofstrasse 3, 8802 Kilchberg ZH",8802,Kilchberg ZH
VOI Köniz-Neuhausplatz,"Könizstrasse 251, 3097 Liebefeld",3097,Liebefeld
VOI Lengnau,"Bielstrasse 35, 2543 Lengnau BE",2543,Lengnau BE
VOI Lenzburg,"Augustin Keller-Strasse 19, 5600 Lenzburg",5600,Lenzburg
VOI Lugano-Roncaccio,"Sorengo 25, 6903 Lugano",6903,Lugano
VOI Luzern Wesemlin,"Abendweg 46, 6006 Luzern",6006,Luzern
VOI Meyrin - Les Vergers,"3, place de la Diversité, 1217 Meyrin",,
VOI Niederbipp,"Wydenstrasse 9, 4704 Niederbipp",4704,Niederbipp
VOI Niedergösgen,"Aarestrasse 49, 5013 Niedergösgen",5013,Niedergösgen
VOI Niederlenz,"Lenzburgerstrasse 2, 5702 Niederlenz",5702,Niederlenz
VOI Niederrohrdorf,"Moosstrasse 2, 5443 Niederrohrdorf",5443,Niederrohrdorf
VOI Obfelden,"Dorfstrasse, 8912 Obfelden",8912,Obfelden
VOI Raron,"Brückenmoosstrasse 21, 3942 Raron",3942,Raron
VOI Roggwil,"Dorfstrasse 19, 4914 Roggwil",4914,Roggwil
VOI Rombach,"Bibersteinstrasse 4, 5022 Rombach",5022,Rombach
VOI Rümlang,"Lindenstrasse 16, 8153 Rümlang",8153,Rümlang
VOI Safenwil,"Güterstrasse 1A, 5745 Safenwil",5745,Safenwil
VOI Schafisheim,"Seetalstrasse 117, 5503 Schafisheim",5503,Schafisheim
VOI Schwerzenbach,"Bahnstrasse 14, 8603 Schwerzenbach",8603,Schwerzenbach
VOI Seengen,"Unterdorfstrasse 7a, 5707 Seengen",5707,Seengen
VOI Sementina,"Via al Ticino 28, 6514 Sementina",6514,Sementina
VOI Sempach Stadt,"Oberstadt 6, 6204 Sempach Stadt",6204,Sempach Stadt
VOI Siebnen,"Glarnerstrasse 36, 8854 Siebnen",8854,Siebnen
VOI Stans,"Marktgasse 2, 6370 Stans",6370,Stans
VOI Steffisburg,"Bahnhofstrasse 87, 3613 Steffisburg",3613,Steffisburg
VOI Stettlen,"Bernstrasse 57, 3066 Stettlen",3066,Stettlen
VOI Strengelbach,"Langenthalerstrasse 1, 4802 Strengelbach",4802,Strengelbach
VOI Studen,"Hauptstrasse 65, 2557 Studen",2557,Studen
VOI Sumiswald,"Spitalstrasse 10, 3454 Sumiswald",3454,Sumiswald
VOI Thun Bahnhof,"Panoramastrasse 1a, 3600 Thun",3600,Thun
VOI Trimbach,"Chäppeligasse 5, 4632 Trimbach",4632,Trimbach
VOI Unterkulm,"Böhlerstrasse 2, 5726 Unterkulm",5726,Unterkulm
VOI Viganello,"alla Chiesa 2, 6962 Viganello",6962,Viganello
VOI Wabern,"Seftigenstrasse 259, 3084 Wabern",3084,Wabern
VOI Wallisellen,"Schäfligrabenstrasse 45, 8304 Wallisellen",8304,Wallisellen
VOI Wangen a. Aare,"Vorstadt 14, 3380 Wangen an der Aare",3380,Wangen an der Aare
VOI Wichtrach,"Dorfplatz 1, 3114 Wichtrach",3114,Wichtrach
VOI Wilderswil,"Hauptstrasse 27, 3812 Wilderswil",3812,Wilderswil
VOI Zollbrück,"Langnaustr. 16, 3436 Zollbrück",3436,Zollbrück
VOI Zürich - Grünau,"Grünauring 37, 8064 Zürich",8064,Zürich
VOI Zürich - Hönggerstrasse,"Hönggerstrasse 117, 8037 Zürich",8037,Zürich
VOI Zürich - In der Ey,"Letzigraben 239, 8047 Zürich",8047,Zürich
VOI Zürich - Leimbach,"Ankenweid 10, 8041 Zürich",8041,Zürich
VOI Zürich - Paradies,"Paradiesstrasse 3, 8038 Zürich",8038,Zürich
Vallorbe,"Grand-Rue 23, 1337 Vallorbe",1337,Vallorbe
Verbano,"Via Rinaldo Simen 46, 6648 Minusio",6648,Minusio
Verbier,"Les Arcades, 1936 Verbier",1936,Verbier
Vernier,"Route du Nant d’Avril 71, 1214 Vernier",1214,Vernier
Vernier - Arcenter,"Route de Peney 2-4, 1214 Vernier",1214,Vernier
Vernier Outlet,"Route de Vernier 184, 1214 Vernier",1214,Vernier
Versoix,"Chemin Jean-Baptiste Vandelle 1, 1290 Versoix",1290,Versoix
Vevey - Midi Coindet,"Av. Gustave Coindet 11, 1800 Vevey",1800,Vevey
Vevey Des 2 Gares,"Rue des Moulins 5 b, 1800 Vevey",1800,Vevey
Vezia,"Via S. Gottardo 5b, 6943 Vezia",6943,Vezia
Villars-Ste-Croix,"Rue de Cossonay 3, 1029 Villars-Ste-Croix",1029,Villars-Ste-Croix
Villars-sur-Glâne,"rte de Moncor 8, 1752 Villars-sur-Glâne",1752,Villars-sur-Glâne
Villmergen,"Schulhausstrasse 2, 5612 Villmergen",5612,Villmergen
Vionnaz,"Route du Léman 33, 1895 Vionnaz",1895,Vionnaz
Visp,"Brückenweg 10, 3930 Visp",3930,Visp
Volketswil,"Im Zentrum 18, 8604 Volketswil",8604,Volketswil
Volketswil Fachmärkte,"Industriestrasse 20, 8604 Volketswil",8604,Volketswil
Vétroz,"Rue de la Lizerne 7, 1963 Vétroz",1963,Vétroz
Wabern - Chly Wabere,"Seftigenstrasse 368, 3084 Wabern",3084,Wabern
Wald,"Rütistrasse 29, 8636 Wald ZH",8636,Wald ZH
Wald ZH,"Bahnhofstrasse 20, 8636 Wald",8636,Wald
Walenstadt,"Bahnhofstrasse 27, 8880 Walenstadt",8880,Walenstadt
Wallisellen,"Bahnhofstrasse 30, 8304 Wallisellen",8304,Wallisellen
Wallisellen - Glattzentrum,"Neue Winterthurerstrasse 99, 8304 Wallisellen",8304,Wallisellen
Wallisellen - Husacherstr.,"Husacherstrasse 2, 8304 Wallisellen",8304,Wallisellen
Wattwil,"Bahnhofstrasse 19, 9630 Wattwil",9630,Wattwil
Weggis,"Luzernerstrasse 44, 6353 Weggis",6353,Weggis
Weinbergli Luzern,"Tribschenstrasse 62, 6005 Luzern",6005,Luzern
Weinfelden,"Dufourstrasse 14, 8570 Weinfelden",8570,Weinfelden
Weinfelden - Rösslifelsen,"Amriswilerstrasse 12, 8570 Weinfelden",8570,Weinfelden
Weinfelden Weststrasse,"Weststrasse 27/29, 8570 Weinfelden",8570,Weinfelden
Wettingen,"Güterstrasse 8, 5430 Wettingen",5430,Wettingen
Wettingen - Landstrasse,"Landstrasse 69, 5430 Wettingen",5430,Wettingen
Wetzikon - Züri-Oberland-Märt,"Bahnhofstrasse 151, 8620 Wetzikon",8620,Wetzikon
Wetzikon-Kempten,"Mühlenbühlstrasse 3, 8623 Wetzikon ZH",8623,Wetzikon ZH
Widnau - Rhydorf-Center,"Bahnhofstrasse 2, 9443 Widnau",9443,Widnau
Wiesendangen,"Alte Frauenfelderstrasse 9, 8542 Wiesendangen",8542,Wiesendangen
Wil - Toggenburgerstr.,"Toggenburgerstrasse 129, 9500 Wil SG",9500,Wil SG
Wil - Zürcherstrasse,"Zürcherstrasse 7, 9500 Wil SG",9500,Wil SG
Wil Larag,"Churfirstenstrasse 54, 9500 Wil",9500,Wil
Wil SG,"Obere Bahnhofstrasse 5, 9500 Wil",9500,Wil
Wildegg,"Bruggerstrasse 11 c, 5103 Wildegg",5103,Wildegg
Wilderswil,"Gsteigstrasse 6, 3812 Wilderswil",3812,Wilderswil
Willisau - Chrüzhof,"Ettiswilerstrasse 14, 6130 Willisau",6130,Willisau
Windisch,"Bachmattstrasse 35, 5210 Windisch",5210,Windisch
Winterthur,"Wülflingerstrasse 393, 8408 Winterthur",8408,Winterthur
Winterthur - Blumenau,"Wülflingerstrasse 71, 8400 Winterthur",8400,Winterthur
Winterthur - Deutweg,"Pflanzschulstrasse 9, 8400 Winterthur",8400,Winterthur
Winterthur - Grüzepark I,"Industriestrasse 44, 8404 Winterthur",8404,Winterthur
Winterthur - Grüzepark II,"Industriestrasse 43, 8404 Winterthur",8404,Winterthur
Winterthur - Hegi,"Hintermühlenstrasse 4, 8409 Winterthur",8409,Winterthur
Winterthur - Neuwiesen,"Strickerstrasse 3, 8400 Winterthur",8400,Winterthur
Winterthur - Obertor,"Stadthausstrasse 31, 8400 Winterthur",8400,Winterthur
Winterthur - Oberwinterthur,"Guggenbühlstrasse 1, 8404 Winterthur",8404,Winterthur
Winterthur - Rosenberg,"Schaffhauserstrasse 154, 8400 Winterthur",8400,Winterthur
Winterthur - Seen,"Hinterdorfstrasse 40, 8405 Winterthur",8405,Winterthur
Winterthur - Töss,"Zürcherstrasse 102, 8406 Winterthur",8406,Winterthur
Winterthur - Wülflingen,"Lindenplatz 1, 8408 Winterthur",8408,Winterthur
Winterthur - Zürcherstrasse 48,"Zürcherstrasse 48, 8406 Winterthur",8406,Winterthur
Winterthur Bahnhof,"Bahnhofplatz 15/17, 8400 Winterthur",8400,Winterthur
Winterthur In der Au,"In der Au 2, 8406 Winterthur",8406,Winterthur
